Ensemble,Vortex ID,Num Voxels,Num Surface Voxels,Max Depth,Surface Aspect Ratio,Surface Avg Radius,Life Time,Start Time,Rotation,Start Center X,Start Center Y,End Center X,End Center Y,Travelled Distance,Surface Temperature,Avg Temperature,Min Temperature,Max Temperature,Surface Salinity,Avg Salinity,Min Salinity,Max Salinity,Extreme SLA,Min SLA,Max SLA
45,136,24,24,3,1591.12,0.0760798,0,9,CCW,0.512148,0.26218,0.512148,0.26218,0.575355,0,0,27.4443,27.5568,0,0,37.2524,37.3139,0.24399,0.241882,0.24399
45,137,7,5,3,431.262,0.0693164,0,9,CW,0.781307,0.16072,0.781307,0.16072,0.797666,2.95425e-34,1.45917e-41,26.2,26.2774,4.04512e-34,1.99769e-41,35.9254,35.9296,0.185824,0.185092,0.185824
45,138,12985,3193,17,13.8822,0.161486,8,10,CW,0.427344,0.491039,0.427344,0.491039,0.650954,0,0,22.6801,29.3156,0,0,37.0874,40.3262,0.276598,0.134126,0.276598
45,139,92,92,3,97.1759,0.670658,0,10,CCW,0.369533,0.580533,0.369533,0.580533,0.688167,0,0,25.7848,26.3748,0,0,39.7455,40.2061,0.112018,0.10607,0.112018
45,140,265,94,3,18.5213,0.0799154,5,10,CW,0.230101,0.897335,0.230101,0.897335,0.926367,0,0,24.4603,25.4748,0,0,39.8274,39.939,0.118444,0.0994031,0.118444
45,141,352,73,8,15.3224,0.0492654,5,10,CW,0.525895,0.377095,0.525895,0.377095,0.647122,0,0,27.7384,28.6144,0,0,37.183,37.9177,0.286942,0.270598,0.286942
45,142,21,5,3,63.2968,0.165653,0,10,CCW,0.582387,0.392796,0.582387,0.392796,0.702469,1.63385e-33,0,28.9213,29.0716,2.17029e-33,0,38.472,38.6985,0.252738,0.252334,0.252738
45,143,1,1,3,60.3234,0.0365486,0,10,CCW,0.443664,0.64302,0.443664,0.64302,0.781225,27.1739,27.1739,27.1739,27.1739,39.2324,39.2324,39.2324,39.2324,0.198906,0.198906,0.198906
45,144,2,2,3,60,0.0221522,0,10,CCW,0.559583,0.245692,0.559583,0.245692,0.611145,4.71673e-14,4.71673e-14,26.51,26.5956,6.59154e-14,6.59154e-14,37.0948,37.1194,0.212416,0.210979,0.212416
45,145,42,6,3,3474.96,0.016227,0,10,CW,0.244499,0.974876,0.244499,0.974876,1.00507,8.9887e-38,0,0,24.3048,1.49809e-37,0,0,40.3642,0.0575808,0,0.0575808
45,146,19542,5632,25,65.5933,0.455758,5,11,CCW,0.345873,0.624352,0.345873,0.624352,0.713753,0,0,21.7151,29.0996,0,0,38.6969,40.603,0.230428,0.0881984,0.230428
45,147,1763,578,7,158.286,0.710002,2,11,CW,0.437712,0.597837,0.437712,0.597837,0.740945,0,0,27.6327,28.2915,0,0,38.5668,39.096,0.222131,0.198197,0.222131
45,148,5982,144,31,167.445,0.935897,0,11,CCW,0.871435,0.133843,0.871435,0.133843,0.881654,0,0,12.3559,26.5811,0,0,35.8036,36.3378,0.106445,0.0831763,0.106445
45,149,440,220,4,209.392,0.918963,1,11,CCW,0.554261,0.252935,0.554261,0.252935,0.609246,0,0,26.2037,27.1464,0,0,36.8501,37.1827,0.218263,0.199468,0.218263
45,150,1602,211,7,150.811,0.917773,0,11,CCW,0.848185,0.0746454,0.848185,0.0746454,0.851463,0,0,25.1126,25.7203,0,0,35.7964,36.1105,0.142587,0.11013,0.142587
45,151,134,134,3,133.159,0.888701,0,11,CW,0.435008,0.615401,0.435008,0.615401,0.753624,0,0,27.5113,28.0707,0,0,38.6953,39.0381,0.212424,0.200345,0.212424
45,152,484,102,5,150.473,0.839698,0,11,CW,0.42392,0.661322,0.42392,0.661322,0.785528,0,0,27.3851,27.7043,0,0,39.0711,39.2693,0.196666,0.188061,0.196666
45,153,166,44,3,397.077,0.492861,0,11,CW,0.34957,0.752179,0.34957,0.752179,0.829441,0,0,24.9707,26.1694,0,0,39.468,39.5152,0.151635,0.145613,0.151635
45,154,210,40,5,137.713,0.408603,1,11,CW,0.648988,0.18911,0.648988,0.18911,0.675979,0,0,25.9789,26.4094,0,0,36.0967,36.2408,0.214971,0.207363,0.214971
45,155,8,4,3,66.3933,0.172417,0,11,CCW,0.564407,0.24569,0.564407,0.24569,0.615564,3.33453e-28,1.1855e-42,26.3801,26.4722,4.68635e-28,1.66474e-42,37.113,37.1406,0.204852,0.202469,0.204852
45,156,9,9,3,148.633,0.197241,0,11,CW,0.525555,0.263542,0.525555,0.263542,0.58793,4.2039e-45,4.2039e-45,27.378,27.5374,5.60519e-45,5.60519e-45,36.9489,37.0548,0.222115,0.221386,0.222115
45,157,12,3,3,67.8747,0.161889,0,11,CCW,0.849052,0.0737487,0.849052,0.0737487,0.852248,3.17009e-22,0,25.2762,25.3023,4.51063e-22,0,35.9795,35.9801,0.117105,0.115403,0.117105
45,158,8,4,4,87.4239,0.149461,0,11,CCW,0.736929,0.0730985,0.736929,0.0730985,0.740545,3.41677e-28,1.21352e-42,27.0613,27.0815,4.57206e-28,1.6241e-42,36.2116,36.2378,0.0862664,0.0858538,0.0862664
45,159,3,3,3,86.0721,0.103129,0,11,CCW,0.291388,0.759507,0.291388,0.759507,0.813486,3.09099e-22,3.09099e-22,24.6334,24.6832,5.04218e-22,5.04218e-22,40.2132,40.2232,0.00338559,0.00288571,0.00338559
45,160,3805,3688,5,718.971,0.936506,2,12,CW,0.297114,0.699626,0.297114,0.699626,0.760101,0,0,24.1318,26.8548,0,0,40.162,40.258,0.173951,0.014158,0.173951
45,161,56,56,3,44.2321,0.14632,2,12,CCW,0.510971,0.275792,0.510971,0.275792,0.580648,0,0,27.554,27.7094,0,0,37.1099,37.2903,0.23562,0.223473,0.23562
45,162,4,2,3,65.6184,0.175323,0,12,CCW,0.661721,0.0863778,0.661721,0.0863778,0.667335,1.93748e-13,1.37666e-27,27.2395,27.2956,2.56178e-13,1.82026e-27,36.0374,36.0704,0.196559,0.195799,0.196559
45,163,12,4,3,73.1287,0.169464,0,12,CCW,0.660604,0.0832548,0.660604,0.0832548,0.665829,1.36834e-27,0,27.0335,27.1849,1.82203e-27,0,36.0716,36.1244,0.194841,0.190943,0.194841
45,164,16,4,5,98.9522,0.148469,0,12,CCW,0.951063,0.0668709,0.951063,0.0668709,0.953411,1.25384e-27,0,24.7161,24.9288,1.80986e-27,0,35.8447,35.8504,0.11349,0.110046,0.11349
45,165,0,0,0,60,0.0220451,0,60,CCW,0,0,0.631692,0.24363,0.677045,0,0,0,0,0,0,0,0,0,0,0
45,166,1309,255,6,359.607,1.25753,0,13,CCW,0.62782,0.245549,0.62782,0.245549,0.674131,0,0,26.3396,27.8588,0,0,36.5868,37.0852,0.250198,0.23248,0.250198
45,167,363,51,6,90.8917,0.425815,1,13,CCW,0.606963,0.296095,0.606963,0.296095,0.675334,0,0,27.1051,28.3346,0,0,36.8912,37.3143,0.247887,0.237806,0.247887
45,168,18,9,3,108.598,0.342073,0,13,CW,0.958725,0.066917,0.958725,0.066917,0.961058,3.15292e-43,0,24.5592,24.9253,4.56823e-43,0,35.8441,35.8626,0.107987,0.103799,0.107987
45,169,85,7,3,209.395,0.234523,1,13,CW,0.686781,0.0521667,0.686781,0.0521667,0.688759,7.10773e-38,0,26.5413,26.7349,9.6142e-38,0,35.9878,36.0365,0.181603,0.173185,0.181603
45,170,4,4,3,84.4517,0.184223,0,13,CCW,0.603706,0.292917,0.603706,0.292917,0.671015,5.7014e-27,5.7014e-27,28.185,28.2813,7.53451e-27,7.53451e-27,37.305,37.3138,0.243658,0.242971,0.243658
45,171,2,2,3,67.9388,0.165523,0,13,CW,0.285633,0.857359,0.285633,0.857359,0.903688,3.60615e-13,3.60615e-13,25.3182,25.4338,5.65856e-13,5.65856e-13,39.8162,39.8209,0.125385,0.124804,0.125385
45,172,446,269,3,122.756,0.0163217,8,13,CW,0.2907,0.650441,0.2907,0.650441,0.712447,0,0,23.8568,25.9604,0,0,39.1995,40.2271,0.115,-0.0390978,0.115
45,173,125,125,3,1886.41,0.107722,0,13,CCW,0.536673,0.30917,0.536673,0.30917,0.619358,0,0,26.8047,27.7525,0,0,36.9015,37.2315,0.257275,0.23321,0.257275
45,174,2,2,3,64.7026,0.0927429,0,13,CCW,0.539262,0.308489,0.539262,0.308489,0.621264,3.81922e-13,3.81922e-13,26.8737,26.877,5.25187e-13,5.25187e-13,36.9377,36.9759,0.236248,0.235975,0.236248
45,175,1,1,3,550.483,0.0721981,0,13,CCW,0.291138,0.651375,0.291138,0.651375,0.713478,25.1855,25.1855,25.1855,25.1855,40.0805,40.0805,40.0805,40.0805,0.107345,0.107345,0.107345
45,176,6,6,3,1605.51,0.0317645,0,15,CCW,0.446175,0.642425,0.446175,0.642425,0.782165,1.54934e-33,1.54934e-33,26.7433,26.9694,2.26561e-33,2.26561e-33,39.2348,39.2635,0.167272,0.16499,0.167272
45,177,164,164,3,118.884,0.807276,0,14,CCW,0.389982,0.523616,0.389982,0.523616,0.652886,0,0,26.0434,26.605,0,0,38.6645,39.4378,0.156008,0.124299,0.156008
45,178,89,89,3,120.442,0.634804,0,14,CCW,0.5806,0.38106,0.5806,0.38106,0.694481,0,0,28.924,29.3679,0,0,38.1634,38.5873,0.239242,0.230963,0.239242
45,179,1297,342,5,15.8168,0.111196,5,14,CW,0.651029,0.192155,0.651029,0.192155,0.678795,0,0,25.8667,26.1872,0,0,36.1347,36.2371,0.221593,0.165037,0.221593
45,180,47,47,3,111.264,0.507896,0,14,CCW,0.460451,0.496538,0.460451,0.496538,0.677174,0,0,27.1231,28.3156,0,0,38.5075,38.7988,0.219875,0.202242,0.219875
45,181,451,83,10,41.4034,0.193549,2,14,CCW,0.463146,0.361709,0.463146,0.361709,0.587654,0,0,26.5636,28.1567,0,0,37.1194,39.8217,0.236517,0.217201,0.236517
45,182,1025,53,12,10.789,0.034839,8,14,CW,0.226973,0.897462,0.226973,0.897462,0.925719,0,0,24.6593,25.1854,0,0,39.8426,39.985,0.100737,-0.0248605,0.100737
45,183,44,24,4,118.326,0.299103,0,14,CW,0.512289,0.383542,0.512289,0.383542,0.639957,0,0,27.5928,27.9041,0,0,37.1433,37.3235,0.28167,0.280864,0.28167
45,184,44,10,3,145.024,0.294606,0,14,CW,0.684265,0.0582749,0.684265,0.0582749,0.686742,2.66247e-44,0,26.5521,26.6016,3.64338e-44,0,35.9908,36.0377,0.181949,0.181338,0.181949
45,185,107,27,3,70.2519,0.103043,2,14,CW,0.26979,0.88213,0.26979,0.88213,0.922464,0,0,24.3971,25.2774,0,0,39.8592,39.8872,0.106017,0.0597661,0.106017
45,186,11,11,3,156.247,0.197216,0,14,CW,0.519434,0.261363,0.519434,0.261363,0.581483,0,0,27.2708,27.4658,0,0,36.955,37.0777,0.237936,0.237478,0.237936
45,187,6,6,3,82.2664,0.146293,0,14,CCW,0.292035,0.756117,0.292035,0.756117,0.810554,2.35836e-34,2.35836e-34,24.4808,24.5616,3.87003e-34,3.87003e-34,40.2206,40.2306,0.0111928,0.0102951,0.0111928
45,188,4,4,3,66.5241,0.129931,0,14,CCW,0.241756,0.903069,0.241756,0.903069,0.934869,1.96342e-26,1.96342e-26,24.1865,24.4632,3.22861e-26,3.22861e-26,39.9536,39.9822,0.0844105,0.0757296,0.0844105
45,189,6,6,3,175.593,0.0832482,0,14,CW,0.686377,0.0558964,0.686377,0.0558964,0.688649,2.55689e-34,2.55689e-34,26.5526,26.6023,3.46411e-34,3.46411e-34,35.9938,36.0217,0.181812,0.181346,0.181812
45,190,2,2,3,112.291,0.0814775,0,14,CCW,0.473264,0.31457,0.473264,0.31457,0.568272,7.95946e-13,7.95946e-13,27.9995,28.0102,1.07357e-12,1.07357e-12,37.7626,37.7832,0.235225,0.234976,0.235225
45,191,1,1,3,60,0.0232425,0,14,CW,0.512238,0.383623,0.512238,0.383623,0.639964,27.6827,27.6827,27.6827,27.6827,37.1703,37.1703,37.1703,37.1703,0.281597,0.281597,0.281597
45,192,17919,2013,8,192.004,3.31306,0,15,CCW,0.87357,0.115912,0.87357,0.115912,0.881226,0,0,24.6725,26.6511,0,0,35.7395,36.3209,0.153599,0.0799827,0.153599
45,193,1094,220,12,288.809,0.531074,2,15,CW,0.346668,0.730134,0.346668,0.730134,0.808254,0,0,25.7594,26.5198,0,0,39.4853,39.7181,0.140316,0.0862383,0.140316
45,194,758,209,7,134.013,0.971211,0,15,CW,0.433843,0.610848,0.433843,0.610848,0.749236,0,0,27.264,27.831,0,0,38.8007,39.0733,0.189576,0.177788,0.189576
45,195,513,105,8,148.774,0.712785,1,15,CCW,0.858741,0.0854692,0.858741,0.0854692,0.862984,0,0,25.108,26.1335,0,0,35.9138,36.2295,0.11689,0.0961866,0.11689
45,196,69,69,3,129.106,0.569197,0,15,CCW,0.507769,0.284433,0.507769,0.284433,0.582006,0,0,27.5393,27.6976,0,0,37.2292,37.293,0.225058,0.222354,0.225058
45,197,85,49,3,162.576,0.506524,0,15,CCW,0.565174,0.24645,0.565174,0.24645,0.616571,0,0,26.2814,26.6214,0,0,37.0445,37.1645,0.215597,0.206548,0.215597
45,198,109,13,6,187.404,0.331852,0,15,CW,0.34316,0.744683,0.34316,0.744683,0.819946,0,0,25.9833,26.3335,0,0,39.5567,39.5757,0.129932,0.12328,0.129932
45,199,49,29,4,273.093,0.325493,1,15,CW,0.693783,0.0452777,0.693783,0.0452777,0.695259,0,0,26.5498,26.7152,0,0,35.9944,36.0314,0.179604,0.162267,0.179604
45,200,12,6,5,120,0.15924,0,15,CCW,0.949637,0.0657995,0.949637,0.0657995,0.951914,1.43834e-33,0,24.8153,24.97,2.06908e-33,0,35.8365,35.8548,0.123522,0.121192,0.123522
45,201,30,14,4,1216.67,0.0798166,0,15,CW,0.567113,0.345945,0.567113,0.345945,0.664301,0,0,28.4059,28.7218,0,0,37.4807,37.7393,0.242088,0.23921,0.242088
45,202,258,201,3,626.292,0.016509,4,15,CCW,0.521646,0.482237,0.521646,0.482237,0.710399,0,0,27.9631,29.1149,0,0,38.6316,39.0321,0.22612,0.0790851,0.22612
45,203,9,3,5,60,0.0246654,0,15,CW,0.227597,0.892797,0.227597,0.892797,0.921351,2.54756e-20,2.58708e-41,25.0676,25.1024,4.0478e-20,4.11043e-41,39.8512,39.8718,0.0818334,0.0805397,0.0818334
45,204,2,2,3,60,0.0241547,0,15,CCW,0.491812,0.328879,0.491812,0.328879,0.591642,1.5816e-12,1.5816e-12,27.7957,27.8518,2.1293e-12,2.1293e-12,37.4308,37.4872,0.228898,0.228614,0.228898
45,205,1,1,3,60,0.0143295,0,15,CW,0.696229,0.0438737,0.696229,0.0438737,0.69761,26.6664,26.6664,26.6664,26.6664,36.0175,36.0175,36.0175,36.0175,0.179159,0.179159,0.179159
45,206,8,8,3,46418.8,0.0117011,0,15,CW,0.509083,0.511197,0.509083,0.511197,0.721448,5.18431e-39,5.18431e-39,28.1636,28.277,7.17102e-39,7.17102e-39,39.0409,39.0442,0.208751,0.206992,0.208751
45,207,1,1,3,3519.11,0.0080706,0,15,CW,0.299712,0.650227,0.299712,0.650227,0.715977,25.0662,25.0662,25.0662,25.0662,39.974,39.974,39.974,39.974,0.0948988,0.0948988,0.0948988
45,208,402,165,3,82.1239,0.901841,0,16,CCW,0.5132,0.304703,0.5132,0.304703,0.59684,0,0,27.1319,27.6002,0,0,37.1074,37.2803,0.223864,0.218743,0.223864
45,209,64,35,3,134.346,0.422682,0,16,CW,0.485703,0.31327,0.485703,0.31327,0.577967,0,0,27.5457,27.9971,0,0,37.3166,37.6842,0.224057,0.222193,0.224057
45,210,11,11,3,127.028,0.267603,0,16,CW,0.555587,0.40202,0.555587,0.40202,0.685782,4.76441e-44,4.76441e-44,28.9352,28.9841,6.30584e-44,6.30584e-44,38.1172,38.2416,0.223527,0.221161,0.223527
45,211,136,136,3,915.894,0.153338,1,16,CCW,0.53893,0.310445,0.53893,0.310445,0.62195,0,0,26.7658,27.3113,0,0,36.9366,37.1572,0.228285,0.199161,0.228285
45,212,9996,2849,14,203.928,0.0136847,11,16,CW,0.368904,0.458844,0.368904,0.458844,0.588751,0,0,24.1191,27.5663,0,0,38.1884,40.2794,0.214201,-0.018536,0.214201
45,213,3,3,3,64.6213,0.0932425,0,16,CW,0.618678,0.279424,0.618678,0.279424,0.678852,8.42641e-20,8.42641e-20,27.6257,27.6966,1.12088e-19,1.12088e-19,36.776,36.8224,0.227543,0.227039,0.227543
45,214,27,27,3,1385.61,0.0950399,0,16,CW,0.633774,0.207612,0.633774,0.207612,0.666913,0,0,25.9435,26.9051,0,0,36.0541,36.6732,0.209192,0.198764,0.209192
45,215,3,3,3,78.9143,0.0884026,0,16,CW,0.616044,0.348668,0.616044,0.348668,0.70787,8.78552e-20,8.78552e-20,28.8208,28.8754,1.15706e-19,1.15706e-19,37.9648,38.0035,0.229278,0.228819,0.229278
45,216,6,3,3,90.8694,0.0848464,0,16,CW,0.630354,0.296468,0.630354,0.296468,0.696591,8.68269e-20,9.87095e-33,28.3856,28.648,1.12251e-19,1.27615e-32,36.8331,36.8689,0.23492,0.233432,0.23492
45,217,0,0,0,0,0.0108386,0,60,CCW,0,0,0.826028,0.169408,0.843221,0,0,0,0,0,0,0,0,0,0,0
45,218,6261,1192,9,32.3074,0.187861,6,17,CW,0.410046,0.670609,0.410046,0.670609,0.786036,0,0,26.4086,27.2393,0,0,39.0357,39.3941,0.11645,0.004716,0.11645
45,219,172,169,4,173.864,1.06622,0,17,CCW,0.59749,0.302599,0.59749,0.302599,0.669747,0,0,26.7749,28.5054,0,0,36.8325,37.7267,0.207613,0.198767,0.207613
45,220,1463,666,3,35.1053,0.19448,4,17,CCW,0.524229,0.483746,0.524229,0.483746,0.713321,0,0,27.6367,28.8654,0,0,38.5575,39.1212,0.168867,0.0507443,0.168867
45,221,413,184,4,33.712,0.115814,4,17,CW,0.290607,0.677499,0.290607,0.677499,0.737195,0,0,23.9483,24.932,0,0,39.5722,40.2006,0.0585298,-0.052085,0.0585298
45,222,31,31,3,136.243,0.412572,0,17,CCW,0.589407,0.314974,0.589407,0.314974,0.668288,0,0,28.0573,28.4709,0,0,37.3157,37.6949,0.202162,0.199674,0.202162
45,223,5,5,3,81.6084,0.148909,0,17,CCW,0.57362,0.380152,0.57362,0.380152,0.688153,1.28558e-28,1.28558e-28,29.2115,29.2783,1.69066e-28,1.69066e-28,38.3789,38.4959,0.188243,0.185314,0.188243
45,224,6,6,3,75.8157,0.208088,0,17,CCW,0.513165,0.329027,0.513165,0.329027,0.609588,5.61681e-32,5.61681e-32,27.0226,27.049,7.69508e-32,7.69508e-32,37.0191,37.0532,0.203656,0.202957,0.203656
45,225,6,3,4,64.7685,0.0916573,0,17,CW,0.579593,0.290197,0.579593,0.290197,0.648184,2.45116e-19,5.57334e-32,26.7965,26.8531,3.3683e-19,7.65866e-32,36.8485,36.8693,0.206063,0.205807,0.206063
45,226,16,5,5,137.918,0.182677,0,17,CCW,0.470782,0.480447,0.470782,0.480447,0.672655,1.24338e-28,0,27.8387,28.515,1.70641e-28,0,38.7565,38.8118,0.17099,0.159209,0.17099
45,227,24,8,5,61.5427,0.15181,0,17,CCW,0.470845,0.483425,0.470845,0.483425,0.67483,3.29461e-37,0,27.7767,28.2369,4.5584e-37,0,38.7404,38.7996,0.167349,0.160298,0.167349
45,228,138,121,3,1931.82,0.139253,0,17,CW,0.633212,0.255747,0.633212,0.255747,0.682908,0,0,26.4696,27.5715,0,0,36.5024,36.9555,0.206789,0.202556,0.206789
45,229,3,3,3,95.564,0.114793,0,17,CCW,0.290884,0.76281,0.290884,0.76281,0.81639,2.23927e-19,2.23927e-19,24.4674,24.5408,3.67573e-19,3.67573e-19,40.2107,40.2262,-0.0460921,-0.0460921,-0.0450506
45,230,2,2,3,300.113,0.10287,0,17,CW,0.587538,0.346365,0.587538,0.346365,0.682033,6.51166e-12,6.51166e-12,28.6348,28.6424,8.59619e-12,8.59619e-12,37.7862,37.8267,0.201912,0.201753,0.201912
45,231,27,3,10,61.2603,0.0911568,0,17,CW,0.227654,0.891319,0.227654,0.891319,0.919933,2.28198e-19,0,24.9604,24.9741,3.64338e-19,0,39.8577,39.8725,0.0393963,0.0387937,0.0393963
45,232,10,0,4,80.7565,0.0868187,0,17,CW,0.430034,0.481105,0.430034,0.481105,0.645284,0,2.75607e-41,27.487,27.7048,0,3.86324e-41,38.5951,38.707,0,0,0
45,233,4,4,3,111.177,0.0813532,0,17,CW,0.820537,0.129714,0.820537,0.129714,0.830727,1.35346e-24,1.35346e-24,26.1441,26.2179,1.85716e-24,1.85716e-24,35.9055,35.9404,0.175219,0.174746,0.175219
45,234,9,5,3,697.149,0.0754915,0,17,CW,0.486936,0.272737,0.486936,0.272737,0.558115,1.22379e-28,2.32427e-39,27.7653,27.8756,1.64697e-28,3.12782e-39,37.4036,37.4781,0.23702,0.23542,0.23702
45,235,2,2,3,481.486,0.0628449,0,17,CW,0.250325,0.898999,0.250325,0.898999,0.9332,5.50817e-12,5.50817e-12,23.9938,24.4565,9.08628e-12,9.08628e-12,39.9509,39.9729,0.0235151,0.021913,0.0235151
45,236,7,5,3,805.92,0.0512139,0,17,CW,0.62401,0.269859,0.62401,0.269859,0.679862,1.20752e-28,8.80548e-35,27.3835,27.5222,1.61441e-28,1.17697e-34,36.6655,36.7463,0.207244,0.20586,0.207244
45,237,14,14,3,438.088,0.00976697,3,17,CW,0.239485,0.905329,0.239485,0.905329,0.936469,1.12104e-44,1.12104e-44,23.4142,23.7413,1.82169e-44,1.82169e-44,40.0029,40.0174,-0.0903594,-0.0903594,0.0121096
45,238,9,9,3,5285.39,0.0248062,0,17,CW,0.63107,0.255604,0.63107,0.255604,0.680869,2.26407e-39,2.26407e-39,27.0631,27.162,3.05327e-39,3.05327e-39,36.5192,36.6192,0.204363,0.203099,0.204363
45,239,1,1,3,60,0.0134817,0,17,CW,0.432517,0.483759,0.432517,0.483759,0.648918,27.5384,27.5384,27.5384,27.5384,38.6254,38.6254,38.6254,38.6254,0.184939,0.184939,0.184939
45,240,2,2,3,60,0.013386,0,17,CCW,0.874965,0.151107,0.874965,0.151107,0.887917,5.98872e-12,5.98872e-12,26.3361,26.3413,8.25355e-12,8.25355e-12,36.2974,36.3016,0.0747062,0.0744268,0.0747062
45,241,4319,738,11,352.509,1.44944,1,18,CW,0.372292,0.69253,0.372292,0.69253,0.786256,0,0,24.4865,27.0137,0,0,39.1319,39.8725,0.0795615,0.00953629,0.0795615
45,242,764,345,7,154.926,1.31717,0,18,CCW,0.544728,0.302633,0.544728,0.302633,0.62315,0,0,27.0519,27.3247,0,0,37.0719,37.459,0.175029,0.164949,0.175029
45,243,103,103,3,109.777,0.739532,0,18,CCW,0.383623,0.511501,0.383623,0.511501,0.639374,0,0,25.1719,25.6758,0,0,38.4996,39.0528,0.0873822,0.0415546,0.0873822
45,244,716,231,7,38.2034,0.198594,3,18,CW,0.605724,0.225243,0.605724,0.225243,0.646247,0,0,26.2033,26.6892,0,0,36.3758,37.1602,0.184982,0.132964,0.184982
45,245,121,17,6,71.821,0.263174,0,18,CW,0.429476,0.61541,0.429476,0.61541,0.750452,0,0,27.1548,27.3591,0,0,38.9282,39.0059,0.0921674,0.0891187,0.0921674
45,246,427,215,5,9.31015,0.0450197,9,18,CCW,0.362525,0.725337,0.362525,0.725337,0.810887,0,0,24.2296,25.8825,0,0,39.5616,39.6139,0.17202,-0.0336414,0.17202
45,247,66,7,10,61.0016,0.173472,0,18,CW,0.221345,0.890476,0.221345,0.890476,0.917573,5.58593e-34,0,24.8844,24.9038,8.94484e-34,0,39.8566,39.8739,0.00601566,0.00390281,0.00601566
45,248,240,56,5,140.9,0.377883,1,18,CW,0.682197,0.0846014,0.682197,0.0846014,0.687423,0,0,26.4889,26.9619,0,0,35.9165,36.0028,0.19929,0.16829,0.19929
45,249,12,12,3,160.802,0.259981,0,18,CCW,0.522778,0.479565,0.522778,0.479565,0.709423,1.59748e-43,1.59748e-43,28.1018,28.3558,2.20004e-43,2.20004e-43,38.769,38.9001,0.117023,0.109961,0.117023
45,250,23,6,5,83.1966,0.190183,0,18,CCW,0.470768,0.484591,0.470768,0.484591,0.675612,3.48576e-31,0,27.7458,28.2076,4.8369e-31,0,38.7699,38.822,0.128001,0.121984,0.128001
45,251,27,7,3,119.892,0.133385,0,18,CCW,0.645083,0.219598,0.645083,0.219598,0.681436,5.90975e-34,0,26.2152,26.4971,8.15565e-34,0,36.2882,36.4224,0.164194,0.163547,0.164194
45,252,51,10,5,195.943,0.12037,0,18,CCW,0.300208,0.836108,0.300208,0.836108,0.88837,2.4756e-40,0,24.4672,25.0684,3.98065e-40,0,39.784,39.8281,0.00743509,0.00248624,0.00743509
45,253,37,25,3,1007.33,0.095796,0,18,CW,0.582764,0.33962,0.582764,0.33962,0.674504,0,0,28.1443,28.6116,0,0,37.3842,37.8081,0.163239,0.156895,0.163239
45,254,6,3,4,471.341,0.0432555,0,18,CW,0.271542,0.87807,0.271542,0.87807,0.919099,6.80534e-19,3.09917e-31,24.5987,25.0129,1.09354e-18,4.97266e-31,39.8764,39.8918,0.00363582,0.000468217,0.00363582
45,255,5,1,4,60,0.0192754,0,18,CCW,0.377883,0.708832,0.377883,0.708832,0.803268,26.0357,5.72523e-28,26.0345,26.0361,39.4736,8.68034e-28,39.4736,39.4737,0.0475824,0.0475824,0.0475824
45,256,14,2,6,60,0.0163442,0,18,CW,0.430118,0.615494,0.430118,0.615494,0.750889,1.24113e-11,0,27.2811,27.3039,1.7724e-11,0,38.9718,38.979,0.0913914,0.0907605,0.0913914
45,257,1,1,3,60,0.016061,0,18,CCW,0.362224,0.72071,0.362224,0.72071,0.806615,25.4498,25.4498,25.4498,25.4498,39.5571,39.5571,39.5571,39.5571,0.0333156,0.0333156,0.0333156
45,258,13323,3110,12,257.619,1.62532,2,19,CW,0.482826,0.419872,0.482826,0.419872,0.639854,0,0,26.7941,29.2568,0,0,37.0041,40.1536,0.156172,0.0847868,0.156172
45,259,1765,397,11,19.1624,0.110888,6,19,CW,0.222723,0.887536,0.222723,0.887536,0.915055,0,0,24.6477,24.9018,0,0,39.8552,39.9271,0.112035,-0.066379,0.112035
45,260,160,30,5,94.778,0.391148,0,19,CW,0.508399,0.37991,0.508399,0.37991,0.634666,0,0,27.5702,27.7799,0,0,37.2367,37.3265,0.15631,0.154617,0.15631
45,261,45,45,3,122.037,0.384731,1,19,CCW,0.580091,0.254616,0.580091,0.254616,0.63351,0,0,26.2365,26.3474,0,0,36.8107,36.9981,0.140405,0.117312,0.140405
45,262,102,102,3,1029.22,0.133345,0,19,CCW,0.553683,0.451842,0.553683,0.451842,0.714651,0,0,28.3541,28.4826,0,0,38.6248,38.6248,0.100484,0.09358,0.100484
45,263,42,42,3,972.429,0.115488,0,19,CW,0.563553,0.426803,0.563553,0.426803,0.706932,0,0,0,28.5865,0,0,0,38.4285,0.106042,0,0.106042
45,264,10,3,3,66.3343,0.0915345,0,19,CW,0.311695,0.816202,0.311695,0.816202,0.873693,2.07885e-18,2.52736e-39,25.2586,25.2866,3.26219e-18,3.9661e-39,39.6512,39.6721,-0.0226252,-0.0226252,-0.0221692
45,265,6,2,4,77.9375,0.0863148,0,19,CW,0.310392,0.820332,0.310392,0.820332,0.877091,2.29773e-11,1.88994e-30,25.2542,25.2735,3.608e-11,2.96768e-30,39.6641,39.6767,-0.0227919,-0.0227919,-0.0223221
45,266,2,2,3,106.757,0.0817756,0,19,CW,0.680157,0.0888268,0.680157,0.0888268,0.685933,2.44312e-11,2.44312e-11,26.8577,26.8672,3.27334e-11,3.27334e-11,35.9899,35.9917,0.199227,0.199034,0.199227
